"hearing_id","year","decade","date_begin","date_end","witness_name","witness_affiliation","discipline1","discipline2","discipline3","sociologist","economist","anthropologist","psychologist","polscientist","agency","census","nsfsbe","thinktank","thinktank1","thinktank2","full_committee1","sub_committee1","full_committee2","sub_committee2","title_description","filter","HID","univ_aff"
"HRG-1994-EDL-0023",1994,"1990s","Jul. 20, 1994","Jul. 20, 1994","kevin dwyer","assistant executive director, national association of school psychologists","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on elementary, secondary, and vocational education","","","hearing on school violence",1,78892,1
"HRG-1994-EDL-0038",1994,"1990s","Sep. 15, 1994","Sep. 15, 1994","edmund gordon","professor, educational psychology, city college, city university of new york","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","subcommittee on select education and civil rights","","","implementation of the educational research, development, dissemination, and improvement act",1,78951,1
"HRG-1994-LHR-0001",1994,"1990s","Jan. 12, 1994","Jan. 12, 1994","edward zigler","director, bush center in child development and social policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","partners in creating a 21st century head start",1,79021,0
"HRG-1994-FOA-0019",1994,"1990s","Apr. 14, 1994","Apr. 14, 1994","klara orgovanova","psychologist; and former minorities specialist, slovak republic","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on foreign affairs. house","subcommittee on international security, international organizations, and human rights","","","human rights abuses of the roma (gypsies)",1,79087,0
"HRG-1994-OPH-0046",1994,"1990s","Oct. 5, 1994","Oct. 5, 1994","lisa goodman","assistant psychology professor, university of maryland; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. house","subcommittee on human resources and intergovernmental relations","","","domestic violence as a public health issue",1,79110,1
"HRG-1994-LHR-0017",1994,"1990s","Mar. 2, 1994","May 5, 1994","joseph renzulli","director, national research center on the gifted and talented","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on education, arts, and the humanities","","","esea: framework for change",1,79143,0
"HRG-1994-OPH-0025",1994,"1990s","Sep. 16, 1994","Sep. 16, 1994","noel brathwaite","director, hiv/std project, association of black psychologists","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. house","subcommittee on human resources and intergovernmental relations","","","aids and hiv infection in the african-american community",1,79211,0
"HRG-1994-SAS-0001",1994,"1990s","Feb. 3, 1994","Feb. 3, 1994","thomas lynch","rear adm. , superintendent, naval academy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. senate","","","","honor systems and sexual harassment at the service academies",1,79241,0
"HRG-1995-HAP-0069",1995,"1990s","Feb. 28, 1995","Mar. 30, 1995","alan leshner","nida","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1996 part 4: national institutes of health",1,80095,0
"HRG-1995-HAP-0080",1995,"1990s","Jan. 24, 1995","Apr. 6, 1995","donald bersoff","director, law and science program, medical college of pennsylvania; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1996 part 7: testimony of members of congress and other interested individuals and organizations",1,80153,1
"HRG-1995-HAP-0078",1995,"1990s","Mar. 21, 1995","Mar. 22, 1995","james walsh","chairman, committee on government affairs and public policy, american sleep disorders association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on transportation appropriations","","","department of transportation and related agencies appropriations for 1996 part 7a: testimony of members of congress and public witnesses",1,80171,0
"HRG-1995-WAM-0016",1995,"1990s","Jan. 17, 1995","Jan. 19, 1995","sherry morlock","associate professor, psychology department, howard university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","","","","tax provisions in the contract with america designed to strengthen the american family",1,80213,1
"HRG-1995-HNS-0013",1995,"1990s","Mar. 7, 1995","Apr. 6, 1995","keith payne","president, national institute for public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on national security. house","subcommittee on military procurement","","","hearings on national defense authorization act for fy96: s. 1124 (h.r. 1530) and oversight of previously authorized programs title i: procurement",1,80262,0
"HRG-1995-SGA-0035",1995,"1990s","Nov. 9, 1995","Nov. 9, 1995","wade horn","director, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on governmental affairs. senate","","","","h.r. 1271: the family privacy protection act of 1995",1,80451,0
"HRG-1995-LHR-0038",1995,"1990s","Jul. 27, 1995","Jul. 27, 1995","alan leshner","dr. , director, national institute on drug abuse","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","reauthorization of the substance abuse and mental health services administration",1,80521,0
"HRG-1995-SAS-0001",1995,"1990s","Jan. 24, 1995","Jan. 24, 1995","keith payne","president, national institute for public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. senate","","","","requirements for ballistic missile defenses",1,80701,0
"HRG-1995-EEO-0045",1995,"1990s","Jun. 20, 1995","Jun. 27, 1995","joseph rosenfeld","dr. , director, school psychology program, psychoeducational clinic, temple university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on economic and educational opportunities. house","subcommittee on early childhood, youth, and families","","","hearings on the individuals with disabilities education act",1,80774,1
"HRG-1995-HJH-0074",1995,"1990s","Oct. 26, 1995","Oct. 26, 1995","wade horn","director, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. house","subcommittee on the constitution","","","parental rights and responsibilities act of 1995",1,80908,0
"HRG-1995-HNS-0019",1995,"1990s","Apr. 4, 1995","Apr. 4, 1995","keith payne","president, national institute for public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on national security. house","subcommittee on military research and development","","","proliferation threats and missile defense responses",1,80997,0
"HRG-1995-PWO-0015",1995,"1990s","Jun. 27, 1995","Jul. 12, 1995","richard lazarus","law professor, washington university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on environment and public works. senate","","","","private property rights and environmental laws",1,81003,1
"HRG-1995-HRC-0006",1995,"1990s","May 25, 1995","May 25, 1995","terry maple","professor, psychology, georgia institute of technology; representing zoo atlanta","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on resources. house","","","","endangered species act: washington, d.c., part iii",1,81050,1
"HRG-1995-WAM-0014",1995,"1990s","Feb. 3, 1995","Feb. 3, 1995","wade horn","director, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on human resources","committee on economic and educational opportunities. house","subcommittee on early childhood, youth, and families","child care and child welfare",1,81143,0
"HRG-1995-WAM-0014",1995,"1990s","Feb. 3, 1995","Feb. 3, 1995","carol bevan","vice president, research and public policy, national council for adoption","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on human resources","committee on economic and educational opportunities. house","subcommittee on early childhood, youth, and families","child care and child welfare",1,81143,0
"HRG-1995-WAM-0012",1995,"1990s","Jan. 23, 1995","Jan. 23, 1995","wade horn","director, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on oversight","","","child welfare programs",1,81170,0
"HRG-1995-CST-0022",1995,"1990s","Jul. 12, 1995","Jul. 12, 1995","edward donnerstein","professor, communication and psychology, university of california; representing independent television violence assessment study","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on commerce, science, and transportation. senate","","","","television violence",1,81191,1
"HRG-1995-CST-0022",1995,"1990s","Jul. 12, 1995","Jul. 12, 1995","mark covey","associate professor, psychology, concordia college","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on commerce, science, and transportation. senate","","","","television violence",1,81191,1
"HRG-1995-CST-0022",1995,"1990s","Jul. 12, 1995","Jul. 12, 1995","leonard eron","research scientist and psychology professor, university of michigan; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on commerce, science, and transportation. senate","","","","television violence",1,81191,1
"HRG-1995-CST-0022",1995,"1990s","Jul. 12, 1995","Jul. 12, 1995","jonathan freedman","professor, psychology, university of toronto","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on commerce, science, and transportation. senate","","","","television violence",1,81191,1
"HRG-1995-HIR-0041",1995,"1990s","Apr. 4, 1995","Apr. 5, 1995","steven kull","director, program on international policy attitudes, center for international and security studies, university of maryland","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on international relations. house","","","","american overseas interests act: private witnesses (part ii)",1,81296,1
"HRG-1995-HJH-0027",1995,"1990s","Jun. 15, 1995","Jun. 15, 1995","robert white","dr. , professor, surgery, case western reserve university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. house","subcommittee on the constitution","","","partial-birth abortion",1,81342,1
"HRG-1995-SJS-0053",1995,"1990s","Dec. 5, 1995","Dec. 5, 1995","wade horn","director, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on administrative oversight and the courts","","","parental rights and responsibilities act",1,81346,0
"HRG-1995-WAM-0023",1995,"1990s","May 10, 1995","May 10, 1995","carol bevan","vice president, research and public policy, national council for adoption","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on human resources","","","federal adoption policy",1,81356,0
"HRG-1995-FNS-0023",1995,"1990s","Apr. 26, 1995","Apr. 26, 1995","wade horn","director, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on finance. senate","","","","child welfare programs",1,81474,0
"HRG-1996-HAP-0059",1996,"1990s","Apr. 18, 1996","May 14, 1996","alan leshner","dr. , director, national institute on drug abuse (nida)","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1997 part 4: national institutes of health",1,81564,0
"HRG-1996-GRO-0095",1996,"1990s","Jul. 16, 1996","Jul. 16, 1996","kevin dwyer","assistant executive director, national association of school psychologists","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government reform and oversight. house","subcommittee on human resources and intergovernmental relations","","","oversight of the department of education and the national institute of mental health: current approaches to attention deficit/hyperactivity disorders",1,81602,1
"HRG-1996-HAP-0062",1996,"1990s","Feb. 27, 1996","May 16, 1996","dorothy cantor","president, american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1997 part 7: testimony of members of congress and other interested individuals and organizations",1,81627,0
"HRG-1996-SJS-0015",1996,"1990s","Jun. 11, 1996","Jun. 11, 1996","ariel merari","psychology professor, tel aviv university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","","","","olympics and the threat of terrorism",1,81813,1
"HRG-1996-SJS-0036",1996,"1990s","Jun. 4, 1996","Jun. 4, 1996","victor cline","emeritus psychology professor, university of utah at salt lake city","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","","","","child pornography prevention act of 1995",1,82087,1
"HRG-1996-GRO-0068",1996,"1990s","May 30, 1996","May 30, 1996","keith payne","president, national institute for public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government reform and oversight. house","subcommittee on national security, international affairs, and criminal justice","","","ballistic missile defense: responding to the current ballistic missile threat",1,82124,0
"HRG-1996-LHR-0001",1996,"1990s","Mar. 8, 1996","Mar. 8, 1996","frank landy","psychology professor, boulder, colo.; representing american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","age discrimination in employment amendments of 1995",1,82238,1
"HRG-1996-HNS-0020",1996,"1990s","Sep. 12, 1996","Sep. 12, 1996","keith payne","president, national institute for public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on national security. house","subcommittee on military procurement","","","b-2 bomber",1,82368,0
"HRG-1996-LHR-0012",1996,"1990s","May 23, 1996","May 23, 1996","wade horn","director, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children and families","","","encouraging responsible fatherhood",1,82563,0
"HRG-1997-HAP-0057",1997,"1990s","Feb. 26, 1997","Mar. 5, 1997","alan leshner","dr. , director, national institute on drug abuse (nida)","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1998 part 4a: national institutes of health",1,82743,0
"HRG-1997-HAP-0068",1997,"1990s","Feb. 25, 1997","Feb. 26, 1997","deborah boehm-davis","psychology professor, george mason university; representing american psychological association, human factors and ergonomics society, and federation of behavioral psychological and cognitive sciences","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on transportation appropriations","","","department of transportation and related agencies appropriations for 1998 part 7: testimony of members of congress and public witnesses",1,82791,1
"HRG-1997-HAP-0061",1997,"1990s","Apr. 15, 1997","Apr. 23, 1997","frances rauscher","assistant professor, psychology, university of wisconsin; representing national association of music merchants","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1998 part 7a: testimony of members of congress and other interested individuals and organizations",1,82793,1
"HRG-1997-HEW-0082",1997,"1990s","Jul. 10, 1997","Sep. 3, 1997","robert slavin","co-director, center for research on education of students placed at risk, johns hopkins university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","","","","literacy: why children can't read; a review of current federal programs; teachers: the key to helping america learn to read",1,82819,1
"HRG-1997-HEW-0082",1997,"1990s","Jul. 10, 1997","Sep. 3, 1997","catherine snow","chair, human development and psychology, graduate school of education, harvard university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","","","","literacy: why children can't read; a review of current federal programs; teachers: the key to helping america learn to read",1,82819,1
"HRG-1997-HEW-0082",1997,"1990s","Jul. 10, 1997","Sep. 3, 1997","herbert walberg","research professor, education and psychology, university of illinois at chicago","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","","","","literacy: why children can't read; a review of current federal programs; teachers: the key to helping america learn to read",1,82819,1
"HRG-1997-HEW-0082",1997,"1990s","Jul. 10, 1997","Sep. 3, 1997","laura fredrick","assistant professor, department of educational psychology and special education, georgia state university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","","","","literacy: why children can't read; a review of current federal programs; teachers: the key to helping america learn to read",1,82819,1
"HRG-1997-HNS-0019",1997,"1990s","Feb. 26, 1997","May 15, 1997","keith payne","president, national institute for public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on national security. house","subcommittee on military research and development","","","hearings on national defense authorization act for fiscal year 1998: h.r. 1119 and oversight of previously authorized programs title i: procurement; title ii: research, development, test, and evaluation",1,82931,0
"HRG-1997-HRC-0061",1997,"1990s","May 31, 1997","May 31, 1997","james anderson","associate professor, school of fisheries, university of washington, seattle","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on resources. house","subcommittee on water and power","","","oversight hearing on columbia/snake river drawdown proposals",1,82978,1
"HRG-1997-SAP-0001",1997,"1990s","Jan. 23, 1997","Jan. 23, 1997","robert williams","professor emeritus, psychology in african and african-american studies, washington university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","ebonics, special hearing",1,83042,1
"HRG-1997-SCI-0008",1997,"1990s","Mar. 5, 1997","Mar. 5, 1997","m. smith","director, oregon regional primate research center, oregon health sciences university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on science. house","","","","biotechnology and the ethics of cloning: how far should we go?",1,83163,1
"HRG-1997-HJH-0086",1997,"1990s","May 22, 1997","May 22, 1997","kay jamison","clinical psychologist and psychiatry professor, johns hopkins university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. house","subcommittee on the constitution","","","application of the americans with disabilities act to medical licensure and judicial officers",1,83197,1
"HRG-1997-LHR-0029",1997,"1990s","Jul. 17, 1997","Jul. 17, 1997","deborah vandell","educational psychology professor, university of wisconsin","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","improving the quality of child care",1,83248,1
"HRG-1997-SGA-0010",1997,"1990s","Mar. 13, 1997","Mar. 13, 1997","keith payne","president, national institute for public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on governmental affairs. senate","subcommittee on international security, proliferation, and federal services","","","national missile defense and prospects for u.s.-russia abm treaty accommodation",1,83312,0
"HRG-1997-HTI-0020",1997,"1990s","Jul. 17, 1997","Jul. 17, 1997","leon james","psychology professor, university of hawaii","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on transportation and infrastructure. house","subcommittee on surface transportation","","","road rage: causes and dangers of aggressive driving",1,83488,1
"HRG-1997-LHR-0016",1997,"1990s","Jun. 5, 1997","Jun. 5, 1997","anthony decasper","head, psychology department, university of north carolina at greensboro","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children and families","","","pre to 3: policy implications of child brain development",1,83641,1
"HRG-1997-LHR-0016",1997,"1990s","Jun. 5, 1997","Jun. 5, 1997","edward zigler","director, bush center for child development and social policy, yale university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children and families","","","pre to 3: policy implications of child brain development",1,83641,1
"HRG-1997-WAM-0002",1997,"1990s","Feb. 13, 1997","Feb. 13, 1997","wade horn","president, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on human resources","","","president's fiscal year 1998 budget",1,83843,0
"HRG-1997-HRC-0025",1997,"1990s","Apr. 21, 1997","Apr. 21, 1997","edgardo morales","professor, organizational psychology, university of puerto rico","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on resources. house","","","","u.s.-puerto rico political status act",1,84095,1
"HRG-1998-SAS-0007",1998,"1990s","Mar. 11, 1998","Mar. 31, 1998","keith payne","president, national institute for public policy","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on armed services. senate","subcommittee on strategic forces","","","department of defense authorization for appropriations for fiscal year 1999 and the future years defense program part 7: strategic forces",1,84236,0
"HRG-1998-HAP-0045",1998,"1990s","Mar. 10, 1998","Mar. 25, 1998","alan leshner","nida","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 1999 part 4a: national institutes of health",1,84266,0
"HRG-1998-HEW-0060",1998,"1990s","Jul. 7, 1998","Jul. 7, 1998","ana rodriguez","chair, department of educational psychology, college of education, university of texas-pan american","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","subcommittee on early childhood, youth, and families","","","field hearing on authorization of head start",1,84370,1
"HRG-1998-LHR-0005",1998,"1990s","Feb. 23, 1998","Feb. 23, 1998","diane fisher","independent women's forum","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children and families","","","caring for america's children: a congressional symposium on child care and parenting",1,84414,0
"HRG-1998-LHR-0005",1998,"1990s","Feb. 23, 1998","Feb. 23, 1998","jay belsky","human development and family studies, pennsylvania state university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children and families","","","caring for america's children: a congressional symposium on child care and parenting",1,84414,1
"HRG-1998-LHR-0005",1998,"1990s","Feb. 23, 1998","Feb. 23, 1998","armand nicholi","dr. , jr. - associate clinical professor, psychiatry, harvard medical school","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","subcommittee on children and families","","","caring for america's children: a congressional symposium on child care and parenting",1,84414,1
"HRG-1998-SAP-0023",1998,"1990s","Sep. 22, 1998","Sep. 22, 1998","norman anderson","associate director, office of behavioral and social sciences research, nih","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","mind/body medicine, special hearing",1,84482,0
"HRG-1998-SAP-0017",1998,"1990s","Mar. 24, 1998","Mar. 24, 1998","alan leshner","dr. , director, national institute on drug abuse","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","drug addiction and recovery, special hearing",1,84537,0
"HRG-1998-SAP-0020",1998,"1990s","Mar. 5, 1998","Apr. 1, 1998","alan leshner","dr. , director, national institute on drug abuse","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, and education, and related agencies appropriations, fy99",1,84603,0
"HRG-1998-HTI-0006",1998,"1990s","Mar. 26, 1998","May 20, 1998","mark rosekind","president and chief scientist, alertness solutions","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on transportation and infrastructure. house","subcommittee on railroads","","","reauthorization of the federal railroad administration",1,84656,0
"HRG-1998-CST-0049",1998,"1990s","Sep. 16, 1998","Sep. 16, 1998","mark rosekind","president and chief scientist, alertness solutions","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on commerce, science, and transportation. senate","subcommittee on surface transportation and merchant marine","","","fatigue and its safety effects on the commercial motor carrier and railroad industries",1,84878,0
"HRG-1998-BGS-0003",1998,"1990s","Jan. 21, 1998","Jun. 4, 1998","robert slavin","co-director, center for research on the education of students placed at risk","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the budget. senate","","","","education, international affairs and social security task forces",1,85068,0
"HRG-1998-LHR-0029",1998,"1990s","Feb. 10, 1998","Feb. 10, 1998","alan leshner","director, national institute on drug abuse","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","tobacco settlement, part 4",1,85089,0
"HRG-1998-GRO-0003",1998,"1990s","Feb. 19, 1998","Feb. 19, 1998","edward zigler","director, bush center in child development and social policy, yale university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government reform and oversight. house","subcommittee on human resources","","","early head start: goals and challenges",1,85185,1
"HRG-1998-HEW-0014",1998,"1990s","Jun. 9, 1998","Jun. 9, 1998","edward zigler","director, yale bush center in child development and social policy, yale university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","subcommittee on early childhood, youth, and families","","","head start reauthorization",1,85252,1
"HRG-1998-HEW-0014",1998,"1990s","Jun. 9, 1998","Jun. 9, 1998","catherine snow","chair, human development and psychology, graduate school of education, harvard university","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","subcommittee on early childhood, youth, and families","","","head start reauthorization",1,85252,1
"HRG-1998-HEW-0014",1998,"1990s","Jun. 9, 1998","Jun. 9, 1998","wade horn","president, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","subcommittee on early childhood, youth, and families","","","head start reauthorization",1,85252,0
"HRG-1998-HEW-0031",1998,"1990s","Jun. 23, 1998","Jun. 23, 1998","john anderson","president, new american schools","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","subcommittee on early childhood, youth and families","","","comprehensive school reform program",1,85253,1
"HRG-1998-HEW-0031",1998,"1990s","Jun. 23, 1998","Jun. 23, 1998","steven ross","professor, educational psychology and research, university of memphis","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","subcommittee on early childhood, youth and families","","","comprehensive school reform program",1,85253,1
"HRG-1998-LHR-0019",1998,"1990s","Apr. 28, 1998","Apr. 28, 1998","catherine snow","former chair, committee on the prevention of reading difficulties in young children, national research council","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and human resources. senate","","","","reading and literacy initiatives",1,85296,0
"HRG-1998-NAR-0006",1998,"1990s","Feb. 17, 1998","Feb. 17, 1998","james anderson","associate professor, fisheries school, university of washington","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on energy and natural resources. senate","subcommittee on water and power","","","bonneville power administration's annual fish and wildlife budget",1,85351,1
"HRG-1998-WAM-0021",1998,"1990s","Jul. 30, 1998","Jul. 30, 1998","wade horn","president, national fatherhood initiative","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on ways and means. house","subcommittee on human resources","","","fatherhood and welfare reform",1,85387,0
"HRG-1998-CST-0032",1998,"1990s","Apr. 28, 1998","Apr. 28, 1998","judith rodin","president, university of pennsylvania","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on commerce, science, and transportation. senate","subcommittee on science, technology, and space","","","federal research and development",1,85443,1
"HRG-1999-HAP-0010",1999,"1990s","Mar. 2, 1999","Mar. 25, 1999","alan leshner","dr. , director, national institute on drug abuse","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on treasury, u.s. postal service, and general government appropriations","","","treasury, postal service, and general government appropriations for fy2000 part 3: executive office of the president and funds appropriated to the president",1,85573,0
"HRG-1999-HAP-0033",1999,"1990s","Feb. 24, 1999","Mar. 2, 1999","alan leshner","nida","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 2000 part 4a: national institutes of health",1,85613,0
"HRG-1999-HAP-0065",1999,"1990s","Apr. 21, 1999","Apr. 29, 1999","richard mccarty","professor, department of psychology, university of virginia, charlottesville; on behalf of:seligman , martin e. , past president, american psychological association","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 2000 part 7b: testimony of members of congress and other interested individuals and organizations",1,85651,1
"HRG-1999-HAP-0064",1999,"1990s","Apr. 13, 1999","Apr. 20, 1999","victoria molfese","professor, psychology, southern illinois university, carbondale","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 2000 part 7a: testimony of members of congress and other interested individuals and organizations",1,85661,1
"HRG-1999-HAP-0064",1999,"1990s","Apr. 13, 1999","Apr. 20, 1999","judith albino","president, california school of professional psychology","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. house","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, education, and related agencies appropriations for 2000 part 7a: testimony of members of congress and other interested individuals and organizations",1,85661,1
"HRG-1999-SAP-0027",1999,"1990s","Feb. 23, 1999","Mar. 23, 1999","alan leshner","nida","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on appropriations. senate","subcommittee on labor, hhs, and education appropriations","","","departments of labor, health and human services, and education, and related agencies appropriations, fy2000",1,85706,0
"HRG-1999-AGS-0007",1999,"1990s","Jun. 10, 1999","Jun. 10, 1999","marcelle morrison-bogorad","neuroscience and neuropsychology of aging program, nia","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","special committee on aging. senate","","","","passport to independence: battling the leading causes of disability among seniors",1,85999,0
"HRG-1999-HEW-0014",1999,"1990s","May 18, 1999","May 18, 1999","stella francis","school psychologist, baltimore city public schools system, baltimore, md.; representing national association of school psychologists","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and the workforce. house","subcommittee on early childhood, youth, and families","","","school violence: views of students and the community",1,86099,1
